"Артикул";"Ozon Product ID";"SKU";"Barcode";"Название товара";"Контент-рейтинг";"Бренд";"Статус товара";"Метки";"Отзывы";"Рейтинг";"Видимость на Ozon";"Причины скрытия";"Дата создания";"Категория";"Тип";"Объем товара, л";"Объемный вес, кг";"Доступно к продаже по схеме FBO, шт.";"Зарезервировано, шт";"Доступно к продаже по схеме FBS, шт.";"Доступно к продаже по схеме realFBS, шт.";"Зарезервировано на моих складах, шт";"Текущая цена с учетом скидки, ₽";"Цена до скидки (перечеркнутая цена), ₽";"Цена Premium, ₽";"Размер НДС, %";"Ошибки";"Предупреждения"
"'2089090018-5/10";"1164213567";"1674753107";"2038923163869";"Перчатки из натуральной кожи оленя 100%";"'37.5";"ДУБЛЁНКИНО";"Продается";;"1";"'4.80";"Показывается";;"2024-08-29 13:03:14";"Аксессуары";"Перчатки";"'1.16";"'0.2";"2";"0";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'2089090018-2/105";"1164213568";"1674768379";"2038923163722";"Перчатки из натуральной кожи оленя 100%";"'32.5";"ДУБЛЁНКИНО";"Готов к продаже";;"2";"'4.80";"Показывается";;"2024-08-29 13:03:14";"Аксессуары";"Перчатки";"'1.16";"'0.2";"0";"0";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'2089070048-7/95";"1164213569";"1674793655";"2039229811737";"Перчатки из натуральной кожи оленя 100%";"'37.5";"ДУБЛЁНКИНО";"Готов к продаже";;"7";"'4.80";"Показывается";;"2024-08-29 13:03:14";"Аксессуары";"Перчатки";"'1.16";"'0.2";"0";"0";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'2089070048-7/105";"1164213570";"1674792141";"2039229811751";"Перчатки из натуральной кожи оленя 100%";"'37.5";"ДУБЛЁНКИНО";"Готов к продаже";;"7";"'4.80";"Показывается";;"2024-08-29 13:03:14";"Аксессуары";"Перчатки";"'1.16";"'0.2";"0";"0";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'2089070014-10/10";"1164213574";"1674753038";"2039233486846";"Перчатки из натуральной кожи оленя 100%";"'37.5";"ДУБЛЁНКИНО";"Продается";;"5";"'4.80";"Показывается";;"2024-08-29 13:03:15";"Аксессуары";"Перчатки";"'1.16";"'0.2";"6";"0";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'2089070048-7/11";"1164213575";"1674753086";"2039229811768";"Перчатки из натуральной кожи оленя 100%";"'37.5";"ДУБЛЁНКИНО";"Готов к продаже";;"7";"'4.80";"Показывается";;"2024-08-29 13:03:15";"Аксессуары";"Перчатки";"'1.16";"'0.2";"0";"0";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'2089090018-8/95";"1164213576";"1674767635";"2039233192785";"Перчатки из натуральной кожи оленя 100%";"'25";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.80";"Показывается";;"2024-08-29 13:03:15";"Аксессуары";"Перчатки";"'1.16";"'0.2";"0";"0";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'2089090018-8/10";"1164213579";"1674753065";"2039233192792";"Перчатки из натуральной кожи оленя 100%";"'25";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.80";"Показывается";;"2024-08-29 13:03:16";"Аксессуары";"Перчатки";"'1.16";"'0.2";"0";"0";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'2089090018/11";"1164213580";"1674753023";"2014793624037";"Перчатки из натуральной кожи оленя 100%";"'37.5";"ДУБЛЁНКИНО";"Продается";;"1";"'4.80";"Показывается";;"2024-08-29 13:03:16";"Аксессуары";"Перчатки";"'1.16";"'0.2";"17";"0";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'2089030475-9/10";"1164213581";"1674753132";"2039233470913";"Перчатки из натуральной кожи оленя 100%";"'37.5";"ДУБЛЁНКИНО";"Готов к продаже";;"7";"'4.80";"Показывается";;"2024-08-29 13:03:16";"Аксессуары";"Перчатки";"'1.16";"'0.2";"0";"0";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'2089090018/95";"1164213582";"1674753229";"2014793624006";"Перчатки из натуральной кожи оленя 100%";"'37.5";"ДУБЛЁНКИНО";"Продается";;"1";"'4.80";"Показывается";;"2024-08-29 13:03:16";"Аксессуары";"Перчатки";"'1.16";"'0.2";"17";"0";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'2089090018-3/10";"1164213588";"1674753015";"2038923163760";"Перчатки из натуральной кожи оленя 100%";"'37.5";"ДУБЛЁНКИНО";"Продается";;"4";"'4.80";"Показывается";;"2024-08-29 13:03:17";"Аксессуары";"Перчатки";"'1.16";"'0.2";"1";"0";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'2089090018-5/11";"1164213589";"1674753090";"2038923163883";"Перчатки из натуральной кожи оленя 100%";"'37.5";"ДУБЛЁНКИНО";"Готов к продаже";;"4";"'4.80";"Показывается";;"2024-08-29 13:03:17";"Аксессуары";"Перчатки";"'1.16";"'0.2";"0";"0";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'2089090018-6/10";"1164213590";"1674753099";"2038923163913";"Перчатки из натуральной кожи оленя 100%";"'37.5";"ДУБЛЁНКИНО";"Продается";;"4";"'4.80";"Показывается";;"2024-08-29 13:03:17";"Аксессуары";"Перчатки";"'1.16";"'0.2";"7";"0";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'2089090018/105";"1164213593";"1674753209";"2014793624020";"Перчатки из натуральной кожи оленя 100%";"'37.5";"ДУБЛЁНКИНО";"Продается";;"3";"'4.80";"Показывается";;"2024-08-29 13:03:17";"Аксессуары";"Перчатки";"'1.16";"'0.2";"17";"0";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'2089070048-7/10";"1164213595";"1674753199";"2039229811744";"Перчатки из натуральной кожи оленя 100%";"'37.5";"ДУБЛЁНКИНО";"Готов к продаже";;"9";"'4.80";"Показывается";;"2024-08-29 13:03:17";"Аксессуары";"Перчатки";"'1.16";"'0.2";"0";"0";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'2089070014-10/11";"1164213596";"1674753236";"2039233486860";"Перчатки из натуральной кожи оленя 100%";"'37.5";"ДУБЛЁНКИНО";"Продается";;"2";"'4.80";"Показывается";;"2024-08-29 13:03:17";"Аксессуары";"Перчатки";"'1.16";"'0.2";"7";"0";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'2089090018-1/11";"1164213597";"1674753276";"2038923163685";"Перчатки из натуральной кожи оленя 100%";"'37.5";"ДУБЛЁНКИНО";"Продается";;"6";"'4.80";"Показывается";;"2024-08-29 13:03:17";"Аксессуары";"Перчатки";"'1.16";"'0.2";"6";"0";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'2089090018-6/11";"1164213602";"1674753232";"2038923163937";"Перчатки из натуральной кожи оленя 100%";"'37.5";"ДУБЛЁНКИНО";"Продается";;"4";"'4.80";"Показывается";;"2024-08-29 13:03:19";"Аксессуары";"Перчатки";"'1.16";"'0.2";"3";"0";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'2089090018-8/105";"1164213603";"1674764570";"2039233192808";"Перчатки из натуральной кожи оленя 100%";"'25";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.80";"Показывается";;"2024-08-29 13:03:19";"Аксессуары";"Перчатки";"'1.16";"'0.2";"0";"0";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'2089090018-4/105";"1164213606";"1674764242";"2038923163821";"Перчатки из натуральной кожи оленя 100%";"'37.5";"ДУБЛЁНКИНО";"Продается";;"18";"'4.80";"Показывается";;"2024-08-29 13:03:19";"Аксессуары";"Перчатки";"'1.16";"'0.2";"10";"0";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'2089090018/9";"1164213611";"1674753031";"2015516856001";"Перчатки из натуральной кожи оленя 100%";"'37.5";"ДУБЛЁНКИНО";"Продается";;"5";"'4.80";"Показывается";;"2024-08-29 13:03:19";"Аксессуары";"Перчатки";"'1.16";"'0.2";"15";"0";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'2089090018-1/10";"1164213612";"1674753241";"2038923163661";"Перчатки из натуральной кожи оленя 100%";"'37.5";"ДУБЛЁНКИНО";"Продается";;"6";"'4.80";"Показывается";;"2024-08-29 13:03:19";"Аксессуары";"Перчатки";"'1.16";"'0.2";"8";"0";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'2089070014-10/9";"1164213615";"1674753100";"2039233486822";"Перчатки из натуральной кожи оленя 100%";"'37.5";"ДУБЛЁНКИНО";"Продается";;"5";"'4.80";"Показывается";;"2024-08-29 13:03:19";"Аксессуары";"Перчатки";"'1.16";"'0.2";"4";"0";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'2089090018-2/95";"1164213616";"1674795789";"2038923163708";"Перчатки из натуральной кожи оленя 100%";"'32.5";"ДУБЛЁНКИНО";"Готов к продаже";;"9";"'4.80";"Показывается";;"2024-08-29 13:03:19";"Аксессуары";"Перчатки";"'1.16";"'0.2";"0";"0";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'2089090018-3/9";"1164213617";"1674752513";"2038923163746";"Перчатки из натуральной кожи оленя 100%";"'37.5";"ДУБЛЁНКИНО";"Продается";;"0";"'4.80";"Показывается";;"2024-08-29 13:03:19";"Аксессуары";"Перчатки";"'1.16";"'0.2";"4";"0";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'2089070014-11/11";"1164213618";"1674753181";"2039525532138";"Перчатки из натуральной кожи оленя 100%";"'37.5";"ДУБЛЁНКИНО";"Продается";;"5";"'4.80";"Показывается";;"2024-08-29 13:03:19";"Аксессуары";"Перчатки";"'1.16";"'0.2";"3";"0";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'2089070014-10/95";"1164213619";"1674764085";"2039233486839";"Перчатки из натуральной кожи оленя 100%";"'37.5";"ДУБЛЁНКИНО";"Продается";;"6";"'4.80";"Показывается";;"2024-08-29 13:03:19";"Аксессуары";"Перчатки";"'1.16";"'0.2";"7";"0";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'2089090018-2/9";"1164213620";"1674752161";"2038923163692";"Перчатки из натуральной кожи оленя 100%";"'32.5";"ДУБЛЁНКИНО";"Готов к продаже";;"4";"'4.80";"Показывается";;"2024-08-29 13:03:19";"Аксессуары";"Перчатки";"'1.16";"'0.2";"0";"0";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'2089090018-1/95";"1164213621";"1674763663";"2038923163654";"Перчатки из натуральной кожи оленя 100%";"'37.5";"ДУБЛЁНКИНО";"Продается";;"9";"'4.80";"Показывается";;"2024-08-29 13:03:19";"Аксессуары";"Перчатки";"'1.16";"'0.2";"7";"0";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'2089090018-3/105";"1164213622";"1674763090";"2038923163777";"Перчатки из натуральной кожи оленя 100%";"'37.5";"ДУБЛЁНКИНО";"Продается";;"1";"'4.80";"Показывается";;"2024-08-29 13:03:19";"Аксессуары";"Перчатки";"'1.16";"'0.2";"7";"0";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'2089090018-8/9";"1164213623";"1674753163";"2039233192778";"Перчатки из натуральной кожи оленя 100%";"'25";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.80";"Показывается";;"2024-08-29 13:03:19";"Аксессуары";"Перчатки";"'1.16";"'0.2";"0";"0";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'2089090018-5/105";"1164213630";"1674762034";"2038923163876";"Перчатки из натуральной кожи оленя 100%";"'37.5";"ДУБЛЁНКИНО";"Продается";;"4";"'4.80";"Показывается";;"2024-08-29 13:03:19";"Аксессуары";"Перчатки";"'1.16";"'0.2";"4";"0";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'2089090018-4/10";"1164213631";"1674753104";"2038923163814";"Перчатки из натуральной кожи оленя 100%";"'37.5";"ДУБЛЁНКИНО";"Продается";;"15";"'4.80";"Показывается";;"2024-08-29 13:03:19";"Аксессуары";"Перчатки";"'1.16";"'0.2";"9";"0";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'2089090018-3/11";"1164213632";"1674752454";"2038923163784";"Перчатки из натуральной кожи оленя 100%";"'37.5";"ДУБЛЁНКИНО";"Продается";;"2";"'4.80";"Показывается";;"2024-08-29 13:03:20";"Аксессуары";"Перчатки";"'1.16";"'0.2";"7";"0";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'2089070014-11/9";"1164213634";"1674753211";"2039525532145";"Перчатки из натуральной кожи оленя 100%";"'37.5";"ДУБЛЁНКИНО";"Продается";;"7";"'4.80";"Показывается";;"2024-08-29 13:03:20";"Аксессуары";"Перчатки";"'1.16";"'0.2";"4";"1";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'2089090018-6/9";"1164213636";"1674753185";"2038923163890";"Перчатки из натуральной кожи оленя 100%";"'37.5";"ДУБЛЁНКИНО";"Продается";;"2";"'4.80";"Показывается";;"2024-08-29 13:03:20";"Аксессуары";"Перчатки";"'1.16";"'0.2";"6";"0";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'2089090018-5/95";"1164213643";"1674792324";"2038923163852";"Перчатки из натуральной кожи оленя 100%";"'37.5";"ДУБЛЁНКИНО";"Продается";;"2";"'4.80";"Показывается";;"2024-08-29 13:03:20";"Аксессуары";"Перчатки";"'1.16";"'0.2";"5";"0";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'2089090018-2/10";"1164213644";"1674752165";"2038923163715";"Перчатки из натуральной кожи оленя 100%";"'32.5";"ДУБЛЁНКИНО";"Готов к продаже";;"6";"'4.80";"Показывается";;"2024-08-29 13:03:20";"Аксессуары";"Перчатки";"'1.16";"'0.2";"0";"0";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'2089070048-7/9";"1164213645";"1674753312";"2039229811720";"Перчатки из натуральной кожи оленя 100%";"'37.5";"ДУБЛЁНКИНО";"Готов к продаже";;"5";"'4.80";"Показывается";;"2024-08-29 13:03:20";"Аксессуары";"Перчатки";"'1.16";"'0.2";"0";"0";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'2089090018-6/95";"1164213648";"1674759075";"2038923163906";"Перчатки из натуральной кожи оленя 100%";"'37.5";"ДУБЛЁНКИНО";"Продается";;"4";"'4.80";"Показывается";;"2024-08-29 13:03:20";"Аксессуары";"Перчатки";"'1.16";"'0.2";"5";"0";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'2089070014-10/105";"1164213649";"1674791711";"2039233486853";"Перчатки из натуральной кожи оленя 100%";"'37.5";"ДУБЛЁНКИНО";"Продается";;"4";"'4.80";"Показывается";;"2024-08-29 13:03:20";"Аксессуары";"Перчатки";"'1.16";"'0.2";"5";"0";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'2089090018-4/9";"1164213650";"1674753244";"2038923163791";"Перчатки из натуральной кожи оленя 100%";"'37.5";"ДУБЛЁНКИНО";"Готов к продаже";;"18";"'4.80";"Показывается";;"2024-08-29 13:03:20";"Аксессуары";"Перчатки";"'1.16";"'0.2";"0";"0";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'2089090018-1/105";"1164213651";"1674758509";"2038923163678";"Перчатки из натуральной кожи оленя 100%";"'37.5";"ДУБЛЁНКИНО";"Продается";;"4";"'4.80";"Показывается";;"2024-08-29 13:03:20";"Аксессуары";"Перчатки";"'1.16";"'0.2";"9";"0";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'2089090018-5/9";"1164213653";"1674753067";"2038923163845";"Перчатки из натуральной кожи оленя 100%";"'37.5";"ДУБЛЁНКИНО";"Продается";;"4";"'4.80";"Показывается";;"2024-08-29 13:03:20";"Аксессуары";"Перчатки";"'1.16";"'0.2";"5";"0";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'2089070014-11/105";"1164213658";"1674753678";"2039525532121";"Перчатки из натуральной кожи оленя 100%";"'37.5";"ДУБЛЁНКИНО";"Продается";;"2";"'4.80";"Показывается";;"2024-08-29 13:03:20";"Аксессуары";"Перчатки";"'1.16";"'0.2";"6";"0";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'2089090018-2/11";"1164213660";"1674752137";"2038923163739";"Перчатки из натуральной кожи оленя 100%";"'32.5";"ДУБЛЁНКИНО";"Готов к продаже";;"3";"'4.80";"Показывается";;"2024-08-29 13:03:20";"Аксессуары";"Перчатки";"'1.16";"'0.2";"0";"0";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'2089090018-4/11";"1164213686";"1674753180";"2038923163838";"Перчатки из натуральной кожи оленя 100%";"'37.5";"ДУБЛЁНКИНО";"Продается";;"3";"'4.80";"Показывается";;"2024-08-29 13:03:23";"Аксессуары";"Перчатки";"'1.16";"'0.2";"2";"0";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'2089090018-1/9";"1164213687";"1674753091";"2038923163647";"Перчатки из натуральной кожи оленя 100%";"'37.5";"ДУБЛЁНКИНО";"Продается";;"7";"'4.80";"Показывается";;"2024-08-29 13:03:23";"Аксессуары";"Перчатки";"'1.16";"'0.2";"7";"0";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'2089030475-9/11";"1164213696";"1674752084";"2039233470937";"Перчатки из натуральной кожи оленя 100%";"'25";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.80";"Показывается";;"2024-08-29 13:03:23";"Аксессуары";"Перчатки";"'1.16";"'0.2";"0";"0";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'2089030475-9/105";"1164213698";"1674791563";"2039233470920";"Перчатки из натуральной кожи оленя 100%";"'37.5";"ДУБЛЁНКИНО";"Готов к продаже";;"4";"'4.80";"Показывается";;"2024-08-29 13:03:23";"Аксессуары";"Перчатки";"'1.16";"'0.2";"0";"0";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'2089090018/115";"1164213699";"1674753281";"2014793624044";"Перчатки из натуральной кожи оленя 100%";"'25";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.80";"Показывается";;"2024-08-29 13:03:23";"Аксессуары";"Перчатки";"'1.16";"'0.2";"0";"0";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'2089090018-4/95";"1164213700";"1674791379";"2038923163807";"Перчатки из натуральной кожи оленя 100%";"'37.5";"ДУБЛЁНКИНО";"Продается";;"16";"'4.80";"Показывается";;"2024-08-29 13:03:23";"Аксессуары";"Перчатки";"'1.16";"'0.2";"1";"0";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'2089090018-6/105";"1164213702";"1674758242";"2038923163920";"Перчатки из натуральной кожи оленя 100%";"'37.5";"ДУБЛЁНКИНО";"Продается";;"6";"'4.80";"Показывается";;"2024-08-29 13:03:23";"Аксессуары";"Перчатки";"'1.16";"'0.2";"6";"0";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'2089070014-11/85";"1164213705";"1674757825";"2041035683699";"Перчатки из натуральной кожи оленя 100%";"'25";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.80";"Показывается";;"2024-08-29 13:03:23";"Аксессуары";"Перчатки";"'1.16";"'0.2";"0";"0";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'2089030475-9/85";"1164213706";"1674758094";"2039390153827";"Перчатки из натуральной кожи оленя 100%";"'37.5";"ДУБЛЁНКИНО";"Продается";;"9";"'4.80";"Показывается";;"2024-08-29 13:03:23";"Аксессуары";"Перчатки";"'1.16";"'0.2";"1";"0";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'2089090018-4/85";"1164213708";"1674791019";"2039390177670";"Перчатки из натуральной кожи оленя 100%";"'37.5";"ДУБЛЁНКИНО";"Продается";;"17";"'4.80";"Показывается";;"2024-08-29 13:03:23";"Аксессуары";"Перчатки";"'1.16";"'0.2";"1";"0";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'2089030475-9/9";"1164213721";"1674752521";"2039233470890";"Перчатки из натуральной кожи оленя 100%";"'37.5";"ДУБЛЁНКИНО";"Готов к продаже";;"7";"'4.80";"Показывается";;"2024-08-29 13:03:23";"Аксессуары";"Перчатки";"'1.16";"'0.2";"0";"0";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'2089070014-11/10";"1164213725";"1674753350";"2039525532114";"Перчатки из натуральной кожи оленя 100%";"'37.5";"ДУБЛЁНКИНО";"Продается";;"5";"'4.80";"Показывается";;"2024-08-29 13:03:23";"Аксессуары";"Перчатки";"'1.16";"'0.2";"5";"1";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'2089090018-3/95";"1164213726";"1674755967";"2038923163753";"Перчатки из натуральной кожи оленя 100%";"'37.5";"ДУБЛЁНКИНО";"Продается";;"2";"'4.80";"Показывается";;"2024-08-29 13:03:23";"Аксессуары";"Перчатки";"'1.16";"'0.2";"6";"0";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'2089090018-8/11";"1164213738";"1674753105";"2039233192815";"Перчатки из натуральной кожи оленя 100%";"'25";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.80";"Показывается";;"2024-08-29 13:03:24";"Аксессуары";"Перчатки";"'1.16";"'0.2";"0";"0";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'2089070014-11/95";"1164213739";"1674755363";"2039525532152";"Перчатки из натуральной кожи оленя 100%";"'37.5";"ДУБЛЁНКИНО";"Продается";;"6";"'4.80";"Показывается";;"2024-08-29 13:03:24";"Аксессуары";"Перчатки";"'1.16";"'0.2";"3";"0";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'2089090018/10";"1164213740";"1674753320";"2014793624013";"Перчатки из натуральной кожи оленя 100%";"'37.5";"ДУБЛЁНКИНО";"Продается";;"1";"'4.80";"Показывается";;"2024-08-29 13:03:24";"Аксессуары";"Перчатки";"'1.16";"'0.2";"18";"0";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'2089030475-9/95";"1164213741";"1674755376";"2039233470906";"Перчатки из натуральной кожи оленя 100%";"'37.5";"ДУБЛЁНКИНО";"Готов к продаже";;"3";"'4.80";"Показывается";;"2024-08-29 13:03:24";"Аксессуары";"Перчатки";"'1.16";"'0.2";"0";"0";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'3001030475/L";"1166000622";"1676223240";"2039410201415";"Перчатки ДУБЛЁНКИНО искусственная замша, трикотаж";"'50";"ДУБЛЁНКИНО";"Продается";;"22";"'4.90";"Показывается";;"2024-08-30 18:04:25";"Аксессуары";"Перчатки";"'0.84";"'0.2";"58";"0";"0";"0";"0";"1650.00";"2600.00";;"0%";;
"'3001080131/S";"1166000628";"1676222978";"2039410216082";"Перчатки ДУБЛЁНКИНО искусственная замша, трикотаж";"'50";"ДУБЛЁНКИНО";"Продается";;"5";"'4.90";"Показывается";;"2024-08-30 18:04:26";"Аксессуары";"Перчатки";"'0.84";"'0.2";"38";"0";"0";"0";"0";"1650.00";"2600.00";;"0%";;
"'3001070714/S";"1166000629";"1676223307";"2039410217638";"Перчатки ДУБЛЁНКИНО искусственная замша, трикотаж";"'50";"ДУБЛЁНКИНО";"Продается";;"12";"'4.90";"Показывается";;"2024-08-30 18:04:26";"Аксессуары";"Перчатки";"'0.84";"'0.2";"38";"0";"0";"0";"0";"1650.00";"2600.00";;"0%";;
"'3001070140/L";"1166000630";"1676223174";"2039410203952";"Перчатки ДУБЛЁНКИНО искусственная замша, трикотаж";"'50";"ДУБЛЁНКИНО";"Продается";;"8";"'4.90";"Показывается";;"2024-08-30 18:04:26";"Аксессуары";"Перчатки";"'0.84";"'0.2";"30";"0";"0";"0";"0";"1650.00";"2600.00";;"0%";;
"'3001080131/L";"1166000632";"1676222599";"2039410216105";"Перчатки ДУБЛЁНКИНО искусственная замша, трикотаж";"'50";"ДУБЛЁНКИНО";"Продается";;"16";"'4.90";"Показывается";;"2024-08-30 18:04:27";"Аксессуары";"Перчатки";"'0.84";"'0.2";"37";"0";"0";"0";"0";"1650.00";"2600.00";;"0%";;
"'3001080131/M";"1166000635";"1676222751";"2039410216099";"Перчатки ДУБЛЁНКИНО искусственная замша, трикотаж";"'50";"ДУБЛЁНКИНО";"Продается";;"16";"'4.90";"Показывается";;"2024-08-30 18:04:27";"Аксессуары";"Перчатки";"'0.84";"'0.2";"50";"0";"0";"0";"0";"1650.00";"2600.00";;"0%";;
"'3001070714/M";"1166000636";"1676222684";"2039410217645";"Перчатки ДУБЛЁНКИНО искусственная замша, трикотаж";"'50";"ДУБЛЁНКИНО";"Продается";;"22";"'4.90";"Показывается";;"2024-08-30 18:04:27";"Аксессуары";"Перчатки";"'0.84";"'0.2";"50";"0";"0";"0";"0";"1650.00";"2600.00";;"0%";;
"'3001030475/S";"1166000638";"1676223253";"2039410201392";"Перчатки ДУБЛЁНКИНО искусственная замша, трикотаж";"'50";"ДУБЛЁНКИНО";"Продается";;"13";"'4.90";"Показывается";;"2024-08-30 18:04:27";"Аксессуары";"Перчатки";"'0.84";"'0.2";"58";"0";"0";"0";"0";"1650.00";"2600.00";;"0%";;
"'3001050008/M";"1166000639";"1676223089";"2039410195844";"Перчатки ДУБЛЁНКИНО искусственная замша, трикотаж";"'50";"ДУБЛЁНКИНО";"Продается";;"6";"'4.90";"Показывается";;"2024-08-30 18:04:27";"Аксессуары";"Перчатки";"'0.84";"'0.2";"31";"0";"0";"0";"0";"1650.00";"2600.00";;"0%";;
"'3001050008/S";"1166000643";"1676222663";"2039410195837";"Перчатки ДУБЛЁНКИНО искусственная замша, трикотаж";"'50";"ДУБЛЁНКИНО";"Продается";;"4";"'4.90";"Показывается";;"2024-08-30 18:04:28";"Аксессуары";"Перчатки";"'0.84";"'0.2";"22";"0";"0";"0";"0";"1650.00";"2600.00";;"0%";;
"'3001060864/L";"1166000644";"1676223330";"2039410203310";"Перчатки ДУБЛЁНКИНО искусственная замша, трикотаж";"'50";"ДУБЛЁНКИНО";"Продается";;"9";"'4.90";"Показывается";;"2024-08-30 18:04:28";"Аксессуары";"Перчатки";"'0.84";"'0.2";"7";"0";"0";"0";"0";"1650.00";"2600.00";;"0%";;
"'3001080352/L";"1166000663";"1676223104";"2039410209756";"Перчатки ДУБЛЁНКИНО искусственная замша, трикотаж";"'50";"ДУБЛЁНКИНО";"Готов к продаже";;"18";"'4.90";"Показывается";;"2024-08-30 18:04:29";"Аксессуары";"Перчатки";"'0.84";"'0.2";"0";"0";"0";"0";"0";"1650.00";"2600.00";;"0%";;
"'3001030475/M";"1166000664";"1676223210";"2039410201408";"Перчатки ДУБЛЁНКИНО искусственная замша, трикотаж";"'50";"ДУБЛЁНКИНО";"Продается";;"27";"'4.90";"Показывается";;"2024-08-30 18:04:29";"Аксессуары";"Перчатки";"'0.84";"'0.2";"75";"1";"0";"0";"0";"1650.00";"2600.00";;"0%";;
"'3001090018/S";"1166000670";"1676223211";"2039410219021";"Перчатки ДУБЛЁНКИНО искусственная замша, трикотаж";"'50";"ДУБЛЁНКИНО";"Продается";;"11";"'4.90";"Показывается";;"2024-08-30 18:04:29";"Аксессуары";"Перчатки";"'0.84";"'0.2";"36";"0";"0";"0";"0";"1650.00";"2600.00";;"0%";;
"'3001060864/M";"1166000671";"1676222559";"2039410203303";"Перчатки ДУБЛЁНКИНО искусственная замша, трикотаж";"'50";"ДУБЛЁНКИНО";"Продается";;"5";"'4.90";"Показывается";;"2024-08-30 18:04:29";"Аксессуары";"Перчатки";"'0.84";"'0.2";"26";"0";"0";"0";"0";"1650.00";"2600.00";;"0%";;
