"Артикул";"Ozon Product ID";"SKU";"Barcode";"Название товара";"Контент-рейтинг";"Бренд";"Статус товара";"Метки";"Отзывы";"Рейтинг";"Видимость на Ozon";"Причины скрытия";"Дата создания";"Категория";"Тип";"Объем товара, л";"Объемный вес, кг";"Доступно к продаже по схеме FBO, шт.";"Зарезервировано, шт";"Доступно к продаже по схеме FBS, шт.";"Доступно к продаже по схеме realFBS, шт.";"Зарезервировано на моих складах, шт";"Текущая цена с учетом скидки, ₽";"Цена до скидки (перечеркнутая цена), ₽";"Цена Premium, ₽";"Размер НДС, %";"Ошибки";"Предупреждения"
"'2011070517-2/75";"1239540170";"1739754003";"2039490781562";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Не продается";;"0";"'0.00";"Скрыт";"Нет фото в карточке товара";"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;"Изображение: Нет фотографии товара. Вы можете поставлять товары без фото на склад, но покупатели не увидят товар на сайте. Для загрузки карточки на сайт добавьте фото товара по нашим правилам"
"'2011000001/65";"1239540171";"1739753747";"2001661746243";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011070053/75";"1239540172";"1739754488";"2008222393021";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011080131-1/8";"1239540173";"1739754384";"2037249062115";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011070048-2/75";"1239540174";"1739754259";"2037243847473";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011070015/7";"1239540175";"1739754375";"2039490911693";"Перчатки из натурального меха козленка";"'32.5";"ДУБЛЁНКИНО";"Готов к продаже";;"1";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011090018/85";"1239540176";"1739754396";"2001043759250";"Перчатки из натурального меха козленка";"'32.5";"ДУБЛЁНКИНО";"Готов к продаже";;"8";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011040540/65";"1239540177";"1739754457";"2016887493000";"Перчатки из натурального меха козленка";"'32.5";"ДУБЛЁНКИНО";"Продается";;"3";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"1";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011070714/65";"1239540178";"1739753798";"2001043759045";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'1.70";"'0.3";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011080352/8";"1239540179";"1739754166";"2016888109030";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Готов к продаже";;"4";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011050071-1/85";"1239540180";"1739754506";"2039394385231";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011030968/75";"1239540181";"1739754174";"2033429423646";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011080164/75";"1239540182";"1739754430";"2001043759175";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011060321-1/8";"1239540183";"1739754447";"2039490748350";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011090018/8";"1239540184";"1739754211";"2001043759267";"Перчатки из натурального меха козленка";"'32.5";"ДУБЛЁНКИНО";"Продается";;"38";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"1";"1";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011030968/85";"1239540185";"1739754503";"2033429423660";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011040540/8";"1239540186";"1739754400";"2016887493031";"Перчатки из натурального меха козленка";"'32.5";"ДУБЛЁНКИНО";"Продается";;"15";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"10";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011080352/85";"1239540188";"1739754507";"2016888109047";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011080352/65";"1239540189";"1739754505";"2016888109009";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011030968/7";"1239540190";"1739754508";"2033429423639";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011050071-1/8";"1239540191";"1739754250";"2039394385224";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011060321-1/75";"1239540193";"1739754471";"2039490748343";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011080164/85";"1239540194";"1739754539";"2001043759151";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011070015/65";"1239540195";"1739754339";"2039490911686";"Перчатки из натурального меха козленка";"'32.5";"ДУБЛЁНКИНО";"Готов к продаже";;"1";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011090018/7";"1239540196";"1739754302";"2001043759281";"Перчатки из натурального меха козленка";"'32.5";"ДУБЛЁНКИНО";"Готов к продаже";;"23";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011060320/8";"1239540197";"1739754168";"2039490769850";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011060320/75";"1239540198";"1739754195";"2039490769843";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011070015/8";"1239540199";"1739754509";"2039490911716";"Перчатки из натурального меха козленка";"'32.5";"ДУБЛЁНКИНО";"Готов к продаже";;"2";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011050071-1/75";"1239540200";"1739754512";"2039394385217";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011030968/8";"1239540201";"1739754461";"2033429423653";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011070014/65";"1239540202";"1739754439";"2001661746144";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Готов к продаже";;"2";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;
