SRID;Кол-во;Доход_от_продажи;Расход_логистика;Расход_хранение;Прочие_удержания;Компенсация;Баланс;Возврат
7830215750819170;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830215838390959;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830215838390965;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830215838391029;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830215838391111;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830215848015245;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830215848462320;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830215858766954;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830215858767030;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830215867800288;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830215991299356;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216012041293;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216012041303;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216012041335;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216012041373;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216020889761;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216020889817;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216472754825;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216472754845;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216472754875;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216472754877;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216472754879;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216472754903;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216472754915;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216472754917;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216472754921;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216472754925;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216472754929;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216472754981;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216472755041;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216472755057;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216472755067;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216472755077;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216472755081;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216472755117;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216472755137;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216472755183;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216472755191;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216472755249;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216472755287;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216472755323;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216472755329;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216472755331;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216472755333;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216472755349;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216472755463;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216472755481;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216472755483;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216472755493;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216472755513;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216478444250;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216478444260;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216478444728;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216478444774;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216499090575;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216499090633;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216532572460;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216532572468;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216532572484;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216532572488;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216532572496;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216532572538;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216532572540;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216532572548;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216532572562;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216532572572;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216532572576;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216532572578;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216532572582;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216532572598;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216532572600;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216532572664;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216532572668;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216532572670;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216532572676;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216532891233;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216532891243;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216532891253;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216532891255;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216532891259;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216532891263;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216532891279;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216532891297;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216532891307;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216532891311;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216532891313;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216532891341;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216532891349;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216532891371;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216540247316;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216739159038;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216739159040;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216739159050;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216739159060;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216739159080;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216739159108;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216739159124;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216739159126;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216739159154;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216739159160;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216739159166;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216739159168;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216739159170;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216739159198;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216739159210;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216739159220;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216749126950;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216749126954;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216749126960;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216749126966;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216749126974;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216749126976;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216749126990;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216749127008;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216749127010;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216749127012;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216749127016;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216749127018;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216749127020;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216749127062;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216749127128;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216749127132;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216749127136;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216749127154;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216749127156;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216749127160;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216749127168;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216749127176;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216749127178;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830216749127184;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318542656;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318542660;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318542664;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318542668;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318542674;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318542678;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318542694;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318542698;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318542700;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318542710;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318542714;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318542716;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318542726;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318542758;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318542762;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318542764;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318542770;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318542778;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318542780;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318542784;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318542788;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318542798;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318542800;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318542802;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318542804;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318542806;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318542820;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318542824;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318542826;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318542828;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318542832;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318542840;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318542864;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318542874;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318542880;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318542890;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318542900;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318542904;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318542908;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318542910;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318542916;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318542926;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318542932;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318542934;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318542936;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318542940;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318542942;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318542948;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318542964;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318542978;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318542982;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318542984;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318542986;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318542990;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318542998;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318543010;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318543012;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318543036;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318543038;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318543046;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318543054;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318543068;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318543074;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318543084;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318543094;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318543102;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318543104;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318543114;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318543560;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318543568;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318543570;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318543574;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318543576;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318543578;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318543582;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318543600;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318543606;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318543608;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318543616;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318543630;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318543636;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318543642;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318543652;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318543656;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318543658;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318543666;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318543668;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318543694;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318543696;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318543698;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318543700;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318543704;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318543850;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318543882;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318543888;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318543896;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318543902;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318543922;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318543926;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318543930;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318543932;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318543938;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318543942;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318543962;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318543972;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318543974;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318543978;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318543990;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318544012;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318544038;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318544040;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318544050;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318544064;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318544084;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318544094;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318544096;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318544098;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318544100;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318544104;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318544116;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318544120;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318544122;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318544134;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318544136;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318544142;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318544172;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318544174;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318544178;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318544180;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318544182;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318544184;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318544186;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318544198;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318544214;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318544230;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318544238;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318544242;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318544250;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318544254;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318544262;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318544264;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318544266;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318544276;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318544284;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318544298;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318544300;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318544314;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318544318;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318544320;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217318544322;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217326250217;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217342786700;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217342786710;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217342786724;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217342786728;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217342786732;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217342786734;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217342786742;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217342786744;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217342786746;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217342786760;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217342786764;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217342786772;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217342786774;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217342786786;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217342786788;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217342786792;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217342786816;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217342786818;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217342786822;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217342786832;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217342786838;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217342786844;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217342786848;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217342786860;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217342786874;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217342786880;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217342786884;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217342786888;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217342786902;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217342786908;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217342786920;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217342786922;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217342786942;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217342786962;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217342786972;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217342786976;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217342786978;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217342786986;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217342787006;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217342787020;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217342787024;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217342787042;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217342787046;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217342787048;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217342787050;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217342787052;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217342787056;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217342787060;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217342787064;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217342787068;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217342787078;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217342787080;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217342787088;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217342787092;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217342787098;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217342787100;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217342787102;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217342787106;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217342787110;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217342787122;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217342787128;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217342787130;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217342787136;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217342787138;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217342787144;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217342787146;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217342787156;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217342787162;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217342787172;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217342787174;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217342787178;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217342787182;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217342787186;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217410669415;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217475092824;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830217475093440;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
